n_vehicles,to_stop_I,route_type,from_stop_I,duration_avg,route_I_counts,BUS,FERRY,id,stop_I,name,lon_bus,lat_bus,lon_ferry,lat_ferry,stop_lon,stop_lat
109,458,0,460,120.0,"{'947': 6, '946': 103}",0,0,383,460,La Piazza,12.286189,45.505116,12.290901,45.505962,12.286189,45.505116
55,463,3,461,60.0,"{'701': 1, '807': 1, '970': 14, '808': 6, '956': 17, '879': 8, '810': 1, '241': 2, '240': 2, '954': 2, '809': 1}",1,0,384,461,Pastrello,12.282135,45.504559,12.277483,45.503059,12.282135,45.504559
109,463,0,461,60.0,"{'945': 6, '944': 103}",0,0,384,461,Pastrello,12.282135,45.504559,12.277483,45.503059,12.282135,45.504559
31,460,3,462,92.90322580645162,"{'969': 14, '950': 1, '949': 3, '952': 13}",1,0,385,462,Pastrello,12.282165,45.504429,12.286189,45.505116,12.282165,45.504429
109,460,0,462,60.0,"{'947': 6, '946': 103}",0,0,385,462,Pastrello,12.282165,45.504429,12.286189,45.505116,12.282165,45.504429
44,826,3,463,38.18181818181818,"{'904': 2, '701': 1, '808': 6, '903': 1, '879': 8, '241': 2, '240': 2, '905': 2, '954': 2, '809': 1, '807': 1, '810': 1, '970': 14, '910': 1}",1,0,386,463,Marmolada,12.277483,45.503059,12.274478,45.502594,12.277483,45.503059
17,1093,3,463,0.0,{'956': 17},1,0,386,463,Marmolada,12.277483,45.503059,12.274645,45.502781,12.277483,45.503059
109,544,0,463,60.0,"{'945': 6, '944': 103}",0,0,386,463,Marmolada,12.277483,45.503059,12.274627,45.502525,12.277483,45.503059
78,380,3,464,51.53846153846154,"{'340': 9, '861': 1, '326': 1, '339': 9, '343': 3, '321': 23, '341': 1, '858': 1, '325': 5, '238': 1, '324': 8, '342': 4, '344': 4, '320': 3, '328': 5}",1,0,387,464,Favorita,12.238755,45.525158,12.238905,45.527187,12.238755,45.525158
78,464,3,465,62.30769230769231,"{'340': 9, '861': 1, '326': 1, '339': 9, '343': 3, '321': 23, '341': 1, '858': 1, '325': 5, '238': 1, '324': 8, '342': 4, '344': 4, '320': 3, '328': 5}",1,0,388,465,Incr. via Terraglietto,12.238475,45.518272,12.238755,45.525158,12.238475,45.518272
46,1153,3,466,180.0,"{'922': 16, '923': 1, '792': 29}",1,0,389,466,Villa Salus,12.238397,45.512653,12.231398,45.517769,12.238397,45.512653
78,465,3,466,73.07692307692308,"{'340': 9, '861': 1, '326': 1, '339': 9, '343': 3, '321': 23, '341': 1, '858': 1, '325': 5, '238': 1, '324': 8, '342': 4, '344': 4, '320': 3, '328': 5}",1,0,389,466,Villa Salus,12.238397,45.512653,12.238475,45.518272,12.238397,45.512653
17,1631,3,466,180.0,{'925': 17},1,0,389,466,Villa Salus,12.238397,45.512653,12.229685,45.521137,12.238397,45.512653
141,466,3,467,41.70212765957447,"{'340': 9, '861': 1, '326': 1, '339': 9, '343': 3, '321': 23, '923': 1, '341': 1, '922': 16, '325': 5, '238': 1, '324': 8, '792': 29, '858': 1, '342': 4, '344': 4, '925': 17, '320': 3, '328': 5}",1,0,390,467,Incr. via Borgo Pezzana,12.23829,45.508953,12.238397,45.512653,12.23829,45.508953
109,467,3,468,55.59633027522936,"{'340': 9, '326': 1, '339': 9, '343': 3, '321': 23, '923': 1, '922': 16, '325': 5, '238': 1, '324': 8, '342': 4, '344': 4, '925': 17, '320': 3, '328': 5}",1,0,391,468,Caserma Matter,12.238008,45.505276,12.23829,45.508953,12.238008,45.505276
109,468,3,469,60.0,"{'340': 9, '326': 1, '339': 9, '343': 3, '321': 23, '923': 1, '922': 16, '325': 5, '238': 1, '324': 8, '342': 4, '344': 4, '925': 17, '320': 3, '328': 5}",1,0,392,469,Incr. via Teano,12.237705,45.501915,12.238008,45.505276,12.237705,45.501915
268,1300,3,470,20.149253731343283,"{'869': 1, '336': 1, '777': 1, '924': 2, '776': 1, '318': 5, '886': 2, '763': 1, '870': 2, '867': 2, '922': 16, '871': 1, '851': 1, '775': 30, '765': 15, '925': 17, '331': 11, '290': 27, '330': 10, '868': 4, '312': 26, '766': 15, '718': 1, '282': 1, '283': 25, '736': 30, '285': 7, '291': 11, '315': 2}",1,0,393,470,Giardini,12.238945,45.496521,12.24216,45.495457,12.238945,45.496521
188,328,3,471,60.0,"{'294': 1, '289': 1, '919': 16, '783': 1, '767': 2, '863': 1, '782': 31, '287': 2, '864': 2, '286': 25, '784': 1, '293': 10, '770': 15, '785': 1, '779': 1, '917': 17, '292': 29, '865': 5, '288': 7, '866': 3, '769': 15, '918': 1, '768': 1}",1,0,394,471,Incr. via Terraglio,12.238046,45.49794,12.23157,45.498684,12.238046,45.49794
58,469,3,471,64.13793103448276,"{'340': 9, '339': 9, '324': 8, '326': 1, '343': 3, '321': 23, '328': 5}",1,0,394,471,Incr. via Terraglio,12.238046,45.49794,12.237705,45.501915,12.238046,45.49794
1,1835,3,472,0.0,{'282': 1},1,0,395,472,Incr. via Trento,12.15425,45.542355,12.158202,45.546471,12.15425,45.542355
36,2230,3,472,58.333333333333336,"{'780': 1, '782': 31, '785': 1, '779': 1, '783': 1, '781': 1}",1,0,395,472,Incr. via Trento,12.15425,45.542355,12.157611,45.542606,12.15425,45.542355
15,2463,3,472,0.0,"{'231': 10, '228': 5}",1,0,395,472,Incr. via Trento,12.15425,45.542355,12.15735,45.544022,12.15425,45.542355
266,503,3,473,37.4436090225564,"{'340': 9, '289': 1, '328': 5, '919': 16, '294': 1, '343': 3, '292': 29, '782': 31, '864': 2, '286': 25, '293': 10, '770': 15, '785': 1, '326': 1, '321': 23, '917': 17, '783': 1, '865': 5, '339': 9, '324': 8, '288': 7, '866': 3, '769': 15, '743': 28, '918': 1}",1,0,396,473,P.tta G. Bruno,12.242358,45.495522,12.240108,45.496338,12.242358,45.495522
74,533,3,474,37.2972972972973,"{'721': 1, '714': 25, '719': 1, '701': 1, '846': 1, '848': 1, '885': 1, '886': 2, '843': 1, '724': 1, '996': 14, '708': 1, '907': 1, '726': 1, '727': 1, '855': 1, '845': 3, '711': 2, '712': 6, '725': 4, '718': 1, '849': 1, '707': 1, '853': 1, '710': 1}",1,0,397,474,Parco del Picchio,12.215764,45.490799,12.212483,45.491013,12.215764,45.490799
81,490,3,475,26.666666666666668,"{'770': 15, '294': 1, '293': 10, '859': 1, '767': 2, '768': 1, '864': 2, '292': 29, '769': 15, '865': 5}",1,0,398,475,Fabbr. Kelemata,12.174917,45.539501,12.171627,45.540985,12.174917,45.539501
81,475,3,476,60.0,"{'770': 15, '294': 1, '293': 10, '859': 1, '767': 2, '768': 1, '864': 2, '292': 29, '769': 15, '865': 5}",1,0,399,476,Incr. via Pree,12.178203,45.535965,12.174917,45.539501,12.178203,45.535965
81,476,3,477,60.0,"{'770': 15, '294': 1, '293': 10, '859': 1, '767': 2, '768': 1, '864': 2, '292': 29, '769': 15, '865': 5}",1,0,400,477,Incr. via Botticelli,12.182796,45.532768,12.178203,45.535965,12.182796,45.532768
81,477,3,478,47.407407407407405,"{'770': 15, '294': 1, '293': 10, '859': 1, '767': 2, '768': 1, '864': 2, '292': 29, '769': 15, '865': 5}",1,0,401,478,Trivignano (v.Ca'Lin),12.18701,45.529789,12.182796,45.532768,12.18701,45.529789
1,365,3,478,0.0,{'860': 1},1,0,401,478,Trivignano (v.Ca'Lin),12.18701,45.529789,12.187586,45.529861,12.18701,45.529789
64,478,3,479,55.3125,"{'294': 1, '860': 1, '293': 10, '767': 2, '768': 1, '292': 29, '769': 15, '865': 5}",1,0,402,479,Incr. via della Chiesa,12.189939,45.527706,12.18701,45.529789,12.189939,45.527706
22,365,3,479,60.0,"{'857': 1, '770': 15, '864': 2, '866': 3, '859': 1}",1,0,402,479,Incr. via della Chiesa,12.189939,45.527706,12.187586,45.529861,12.189939,45.527706
1,366,3,479,120.0,{'863': 1},1,0,402,479,Incr. via della Chiesa,12.189939,45.527706,12.190147,45.532616,12.189939,45.527706
87,479,3,480,15.172413793103448,"{'770': 15, '294': 1, '293': 10, '859': 1, '857': 1, '292': 29, '768': 1, '767': 2, '865': 5, '863': 1, '860': 1, '866': 3, '769': 15, '864': 2}",1,0,403,480,Incr. via Gozzoli,12.192647,45.525539,12.189939,45.527706,12.192647,45.525539
87,480,3,481,44.82758620689656,"{'770': 15, '294': 1, '293': 10, '859': 1, '857': 1, '292': 29, '768': 1, '767': 2, '865': 5, '863': 1, '860': 1, '866': 3, '769': 15, '864': 2}",1,0,404,481,Incr.via Lotto,12.196058,45.523518,12.192647,45.525539,12.196058,45.523518
34,334,3,481,60.0,"{'289': 1, '288': 7, '286': 25, '227': 1}",1,0,404,481,Incr.via Lotto,12.196058,45.523518,12.191181,45.518951,12.196058,45.523518
121,481,3,482,118.01652892561984,"{'770': 15, '294': 1, '289': 1, '293': 10, '859': 1, '857': 1, '767': 2, '768': 1, '292': 29, '865': 5, '863': 1, '860': 1, '288': 7, '866': 3, '769': 15, '864': 2, '227': 1, '286': 25}",1,0,405,482,Incr. via Parolari,12.202751,45.517891,12.196058,45.523518,12.202751,45.517891
120,482,3,483,60.0,"{'770': 15, '294': 1, '289': 1, '293': 10, '859': 1, '857': 1, '767': 2, '768': 1, '292': 29, '865': 5, '863': 1, '860': 1, '288': 7, '866': 3, '769': 15, '864': 2, '286': 25}",1,0,406,483,Zelarino Municipio,12.208453,45.514671,12.202751,45.517891,12.208453,45.514671
38,2205,3,483,56.8421052631579,"{'782': 31, '785': 1, '287': 2, '779': 1, '783': 1, '784': 1, '781': 1}",1,0,406,483,Zelarino Municipio,12.208453,45.514671,12.204722,45.515583,12.208453,45.514671
158,483,3,484,12.151898734177216,"{'294': 1, '289': 1, '779': 1, '783': 1, '767': 2, '863': 1, '782': 31, '287': 2, '864': 2, '286': 25, '784': 1, '770': 15, '785': 1, '293': 10, '859': 1, '857': 1, '768': 1, '292': 29, '865': 5, '860': 1, '288': 7, '866': 3, '769': 15, '781': 1}",1,0,407,484,Zelarino Chiesa,12.211243,45.512878,12.208453,45.514671,12.211243,45.512878
1,493,3,484,60.0,{'862': 1},1,0,407,484,Zelarino Chiesa,12.211243,45.512878,12.208909,45.514469,12.211243,45.512878
14,1576,3,485,60.0,{'996': 14},1,0,408,485,Incr. via Carpaccio,12.21401,45.511192,12.21102,45.511471,12.21401,45.511192
154,484,3,485,48.701298701298704,"{'770': 15, '294': 1, '289': 1, '293': 10, '779': 1, '783': 1, '768': 1, '292': 29, '865': 5, '767': 2, '863': 1, '782': 31, '288': 7, '287': 2, '785': 1, '769': 15, '864': 2, '286': 25, '784': 1, '866': 3}",1,0,408,485,Incr. via Carpaccio,12.21401,45.511192,12.211243,45.512878,12.21401,45.511192
168,485,3,486,59.285714285714285,"{'770': 15, '294': 1, '289': 1, '293': 10, '779': 1, '996': 14, '783': 1, '768': 1, '292': 29, '865': 5, '767': 2, '863': 1, '782': 31, '288': 7, '287': 2, '785': 1, '769': 15, '864': 2, '286': 25, '784': 1, '866': 3}",1,0,409,486,Incr. Vicolo Marzenego,12.217476,45.507244,12.21401,45.511192,12.217476,45.507244
8,1842,3,487,240.0,"{'865': 5, '866': 3}",1,0,410,487,Incr.v.Bellotto Nazareth,12.221347,45.503277,12.225361,45.513245,12.221347,45.503277
34,1843,3,487,180.0,"{'917': 17, '918': 1, '919': 16}",1,0,410,487,Incr.v.Bellotto Nazareth,12.221347,45.503277,12.224432,45.512962,12.221347,45.503277
146,486,3,487,60.0,"{'770': 15, '294': 1, '289': 1, '293': 10, '779': 1, '783': 1, '768': 1, '292': 29, '767': 2, '863': 1, '782': 31, '288': 7, '287': 2, '785': 1, '769': 15, '864': 2, '286': 25, '784': 1}",1,0,410,487,Incr.v.Bellotto Nazareth,12.221347,45.503277,12.217476,45.507244,12.221347,45.503277
51,469,3,488,60.0,"{'922': 16, '325': 5, '238': 1, '342': 4, '344': 4, '923': 1, '925': 17, '320': 3}",1,0,411,488,Sanitaria,12.236824,45.497608,12.237705,45.501915,12.236824,45.497608
188,487,3,489,63.82978723404256,"{'294': 1, '289': 1, '919': 16, '783': 1, '767': 2, '863': 1, '782': 31, '287': 2, '864': 2, '286': 25, '784': 1, '293': 10, '770': 15, '785': 1, '779': 1, '917': 17, '292': 29, '865': 5, '288': 7, '866': 3, '769': 15, '918': 1, '768': 1}",1,0,412,489,"Incr.v.Ciardi,Cipressina",12.226766,45.500145,12.221347,45.503277,12.226766,45.500145
81,1081,3,490,59.25925925925926,"{'770': 15, '294': 1, '293': 10, '859': 1, '767': 2, '768': 1, '864': 2, '292': 29, '769': 15, '865': 5}",1,0,413,490,Fornace,12.171627,45.540985,12.167463,45.543842,12.171627,45.540985
146,492,3,491,14.383561643835616,"{'721': 1, '858': 1, '759': 7, '719': 1, '886': 2, '885': 1, '758': 95, '922': 16, '724': 1, '925': 17, '726': 1, '923': 1, '784': 1, '718': 1}",1,0,414,491,Incr. via Verdi,12.236085,45.492313,12.236192,45.495022,12.236085,45.492313
51,488,3,492,60.0,"{'922': 16, '325': 5, '238': 1, '342': 4, '344': 4, '923': 1, '925': 17, '320': 3}",1,0,415,492,Piscina CONI,12.236192,45.495022,12.236824,45.497608,12.236192,45.495022
1,471,3,492,120.0,{'784': 1},1,0,415,492,Piscina CONI,12.236192,45.495022,12.238046,45.49794,12.236192,45.495022
33,470,3,492,60.0,"{'736': 30, '718': 1, '886': 2}",1,0,415,492,Piscina CONI,12.236192,45.495022,12.238945,45.496521,12.236192,45.495022
126,502,3,492,106.1904761904762,"{'793': 1, '858': 1, '792': 29, '758': 95}",1,0,415,492,Piscina CONI,12.236192,45.495022,12.239977,45.497013,12.236192,45.495022
12,694,3,492,140.0,"{'721': 1, '724': 1, '296': 1, '298': 2, '839': 1, '719': 1, '726': 1, '802': 3, '885': 1}",1,0,415,492,Piscina CONI,12.236192,45.495022,12.243215,45.496376,12.236192,45.495022
1,482,3,493,60.0,{'227': 1},1,0,416,493,P.le Munaretto,12.208909,45.514469,12.202751,45.517891,12.208909,45.514469
1,1311,3,493,0.0,{'855': 1},1,0,416,493,P.le Munaretto,12.208909,45.514469,12.211345,45.512611,12.208909,45.514469
78,495,3,494,60.0,"{'340': 9, '861': 1, '326': 1, '339': 9, '343': 3, '321': 23, '341': 1, '858': 1, '325': 5, '238': 1, '324': 8, '342': 4, '344': 4, '320': 3, '328': 5}",1,0,417,494,Civico 105 (villa Volpi),12.239683,45.537338,12.236774,45.542118,12.239683,45.537338
78,496,3,495,60.0,"{'340': 9, '861': 1, '326': 1, '339': 9, '343': 3, '321': 23, '341': 1, '858': 1, '325': 5, '238': 1, '324': 8, '342': 4, '344': 4, '320': 3, '328': 5}",1,0,418,495,Incr. via Marignana,12.236774,45.542118,12.234721,45.549122,12.236774,45.542118
76,497,3,496,60.0,"{'340': 9, '328': 5, '339': 9, '343': 3, '321': 23, '341': 1, '861': 1, '325': 5, '238': 1, '324': 8, '342': 4, '344': 4, '320': 3}",1,0,419,496,Incr. via Rimini,12.234721,45.549122,12.234392,45.554222,12.234721,45.549122
2,1401,3,496,210.0,"{'858': 1, '326': 1}",1,0,419,496,Incr. via Rimini,12.234721,45.549122,12.244257,45.557785,12.234721,45.549122
1,1182,3,497,60.0,{'238': 1},1,0,420,497,Incr. via Ronzinella,12.234392,45.554222,12.234147,45.560356,12.234392,45.554222
83,1183,3,497,67.95180722891567,"{'340': 9, '343': 3, '326': 1, '339': 9, '320': 3, '321': 23, '341': 1, '337': 3, '861': 1, '325': 5, '324': 8, '342': 4, '344': 4, '335': 2, '322': 2, '328': 5}",1,0,420,497,Incr. via Ronzinella,12.234392,45.554222,12.234925,45.560093,12.234392,45.554222
27,524,3,498,57.77777777777778,"{'893': 1, '888': 17, '252': 6, '892': 2, '253': 1}",1,0,421,498,Gaggio  (bar Canton),12.311153,45.552441,12.313458,45.552219,12.311153,45.552441
11,1029,3,499,16.363636363636363,"{'887': 1, '885': 1, '252': 6, '253': 1, '251': 2}",1,0,422,499,S. Liberale  (edicola),12.339005,45.548645,12.341655,45.548382,12.339005,45.548645
36,519,3,499,60.0,"{'889': 15, '897': 2, '888': 17, '891': 1, '254': 1}",1,0,422,499,S. Liberale  (edicola),12.339005,45.548645,12.34194,45.548214,12.339005,45.548645
20,516,3,500,60.0,"{'893': 1, '888': 17, '892': 2}",1,0,423,500,Impianti Sportivi,12.304235,45.55624,12.301924,45.553291,12.304235,45.55624
39,1404,3,501,60.0,"{'911': 2, '898': 14, '912': 3, '899': 14, '900': 1, '903': 1, '240': 2, '913': 2}",1,0,424,501,Cavalcavia Autostrada,12.310274,45.557877,12.303589,45.558537,12.310274,45.557877
20,500,3,501,60.0,"{'893': 1, '888': 17, '892': 2}",1,0,424,501,Cavalcavia Autostrada,12.310274,45.557877,12.304235,45.55624,12.310274,45.557877
126,694,3,502,59.523809523809526,"{'793': 1, '858': 1, '792': 29, '758': 95}",1,0,425,502,Bretella,12.239977,45.497013,12.243215,45.496376,12.239977,45.497013
28,1396,3,503,120.0,{'743': 28},1,0,426,503,Incr. via Giuliani,12.240108,45.496338,12.235816,45.495914,12.240108,45.496338
238,471,3,503,18.403361344537814,"{'340': 9, '289': 1, '328': 5, '919': 16, '294': 1, '343': 3, '292': 29, '782': 31, '864': 2, '286': 25, '293': 10, '770': 15, '785': 1, '326': 1, '321': 23, '917': 17, '783': 1, '865': 5, '339': 9, '324': 8, '288': 7, '866': 3, '769': 15, '918': 1}",1,0,426,503,Incr. via Giuliani,12.240108,45.496338,12.238046,45.49794,12.240108,45.496338
3,698,3,504,120.0,{'789': 3},1,0,427,504,Ist.Gritti - Capolinea,12.268089,45.488987,12.270345,45.485882,12.268089,45.488987
16,1717,3,504,120.0,"{'767': 2, '287': 2, '395': 5, '779': 1, '341': 1, '892': 2, '835': 1, '747': 1, '717': 1}",1,0,427,504,Ist.Gritti - Capolinea,12.268089,45.488987,12.265884,45.493477,12.268089,45.488987
178,344,3,505,60.0,"{'701': 1, '703': 2, '702': 2, '711': 2, '842': 3, '705': 1, '696': 6, '837': 16, '303': 10, '697': 27, '707': 1, '305': 45, '708': 1, '751': 30, '814': 1, '304': 1, '306': 1, '844': 1, '835': 1, '836': 26}",1,0,428,505,Incr. via Piave,12.235237,45.49213,12.230203,45.492226,12.235237,45.49213
95,644,3,506,60.0,"{'811': 67, '753': 28}",1,0,429,506,Civico 249,12.324718,45.502048,12.328004,45.503956,12.324718,45.502048
27,2170,3,507,120.0,"{'340': 9, '344': 4, '342': 4, '345': 1, '339': 9}",1,0,430,507,Mazzocco Chiesa,12.267524,45.553127,12.269529,45.558361,12.267524,45.553127
20,2244,3,508,174.0,"{'780': 1, '860': 1, '859': 1, '857': 1, '781': 1, '862': 1, '997': 14}",1,0,431,508,Incr. via Favignana,12.211166,45.502522,12.206266,45.507057,12.211166,45.502522
3,1268,3,509,120.0,"{'773': 1, '772': 1, '774': 1}",1,0,432,509,Incr. via Favignana,12.210953,45.502518,12.218391,45.498634,12.210953,45.502518
17,420,3,509,60.0,"{'996': 14, '853': 1, '849': 1, '855': 1}",1,0,432,509,Incr. via Favignana,12.210953,45.502518,12.214817,45.499043,12.210953,45.502518
40,1400,3,510,58.5,"{'887': 1, '888': 17, '891': 1, '889': 15, '897': 2, '251': 2, '885': 1, '254': 1}",1,0,433,510,bivio via Dello Sport,12.30352,45.558353,12.310282,45.557709,12.30352,45.558353
52,512,3,511,55.38461538461539,"{'893': 1, '887': 1, '876': 1, '889': 15, '251': 2, '329': 1, '885': 1, '242': 3, '888': 17, '891': 1, '247': 1, '897': 2, '754': 3, '892': 2, '244': 1}",1,0,434,511,Marcon  (via Giorgione),12.298777,45.555752,12.298864,45.559731,12.298777,45.555752
1,1148,3,511,0.0,{'254': 1},1,0,434,511,Marcon  (via Giorgione),12.298777,45.555752,12.300717,45.557858,12.298777,45.555752
13,909,3,511,60.0,"{'333': 2, '330': 10, '332': 1}",1,0,434,511,Marcon  (via Giorgione),12.298777,45.555752,12.293561,45.555523,12.298777,45.555752
112,514,3,512,15.535714285714286,"{'893': 1, '876': 1, '911': 2, '889': 15, '251': 2, '885': 1, '898': 14, '891': 1, '345': 1, '247': 1, '754': 3, '340': 9, '887': 1, '913': 2, '253': 1, '900': 1, '329': 1, '240': 2, '912': 3, '242': 3, '344': 4, '888': 17, '252': 6, '899': 14, '897': 2, '244': 1, '892': 2, '255': 1}",1,0,435,512,Marcon  (via Filzi),12.298864,45.559731,12.299097,45.563408,12.298864,45.559731
115,1407,3,513,62.08695652173913,"{'329': 1, '334': 3, '889': 15, '251': 2, '885': 1, '331': 11, '756': 4, '898': 14, '891': 1, '902': 2, '904': 2, '887': 1, '905': 2, '913': 2, '245': 1, '253': 1, '900': 1, '911': 2, '240': 2, '901': 1, '242': 3, '252': 6, '888': 17, '912': 3, '899': 14, '897': 2, '244': 1}",1,0,436,513,Marcon - Capolinea,12.302382,45.565342,12.298861,45.562691,12.302382,45.565342
112,513,3,514,51.42857142857143,"{'893': 1, '876': 1, '911': 2, '889': 15, '251': 2, '885': 1, '898': 14, '891': 1, '345': 1, '247': 1, '754': 3, '340': 9, '887': 1, '913': 2, '253': 1, '900': 1, '329': 1, '240': 2, '912': 3, '242': 3, '344': 4, '888': 17, '252': 6, '899': 14, '897': 2, '244': 1, '892': 2, '255': 1}",1,0,437,514,Marcon (centro civico),12.299097,45.563408,12.302382,45.565342,12.299097,45.563408
65,511,3,515,47.07692307692308,"{'893': 1, '887': 1, '876': 1, '330': 10, '889': 15, '251': 2, '329': 1, '885': 1, '242': 3, '332': 1, '888': 17, '891': 1, '247': 1, '897': 2, '333': 2, '244': 1, '892': 2, '754': 3}",1,0,438,515,Marcon (municipio),12.299557,45.554283,12.298777,45.555752,12.299557,45.554283
65,515,3,516,10.153846153846152,"{'893': 1, '887': 1, '876': 1, '330': 10, '889': 15, '251': 2, '329': 1, '885': 1, '242': 3, '332': 1, '888': 17, '891': 1, '247': 1, '897': 2, '333': 2, '244': 1, '892': 2, '754': 3}",1,0,439,516,Incr. via dello Sport,12.301924,45.553291,12.299557,45.554283,12.301924,45.553291
15,1858,3,517,60.0,{'889': 15},1,0,440,517,Centro Commerciale est,12.307516,45.545975,12.314231,45.545563,12.307516,45.545975
45,526,3,517,34.666666666666664,"{'893': 1, '887': 1, '876': 1, '330': 10, '251': 2, '329': 1, '885': 1, '888': 17, '891': 1, '332': 1, '897': 2, '333': 2, '754': 3, '892': 2}",1,0,440,517,Centro Commerciale est,12.307516,45.545975,12.309044,45.548717,12.307516,45.545975
14,517,3,518,60.0,"{'333': 2, '329': 1, '330': 10, '332': 1}",1,0,441,518,Centro Commerciale,12.303542,45.543839,12.307516,45.545975,12.303542,45.543839
36,1398,3,519,0.0,"{'913': 2, '912': 3, '899': 14, '900': 1, '247': 1, '903': 1, '898': 14}",1,0,442,519,S. Liberale - Capolinea,12.34194,45.548214,12.339019,45.54887,12.34194,45.548214
2,1888,3,520,60.0,{'882': 2},1,0,443,520,Incr.via F.Bandiera,12.234007,45.475937,12.238216,45.474693,12.234007,45.475937
47,1869,3,522,118.72340425531917,"{'252': 6, '887': 1, '888': 17, '891': 1, '253': 1, '889': 15, '897': 2, '251': 2, '885': 1, '254': 1}",1,0,444,522,Gaggio  (cimitero),12.318727,45.553646,12.330299,45.547897,12.318727,45.553646
7,522,3,523,60.0,"{'252': 6, '253': 1}",1,0,445,523,Gaggio Centro,12.316423,45.552032,12.318727,45.553646,12.316423,45.552032
20,501,3,523,177.0,"{'893': 1, '888': 17, '892': 2}",1,0,445,523,Gaggio Centro,12.316423,45.552032,12.310274,45.557877,12.316423,45.552032
27,523,3,524,2.2222222222222223,"{'893': 1, '888': 17, '252': 6, '892': 2, '253': 1}",1,0,446,524,Gaggio Civico 61-v.Fermi,12.313458,45.552219,12.316423,45.552032,12.313458,45.552219
11,1248,3,525,60.0,"{'807': 1, '808': 6, '777': 1, '776': 1, '746': 1, '747': 1}",1,0,447,525,MESTRE CENTRO B2,12.245894,45.493111,12.24434,45.490402,12.245894,45.493111
8,540,3,525,120.0,"{'748': 5, '749': 3}",1,0,447,525,MESTRE CENTRO B2,12.245894,45.493111,12.245983,45.491863,12.245894,45.493111
117,473,3,525,75.38461538461539,"{'770': 15, '294': 1, '782': 31, '289': 1, '769': 15, '292': 29, '286': 25}",1,0,447,525,MESTRE CENTRO B2,12.245894,45.493111,12.242358,45.495522,12.245894,45.493111
52,1754,3,525,116.53846153846152,"{'797': 1, '744': 3, '796': 1, '798': 2, '794': 45}",1,0,447,525,MESTRE CENTRO B2,12.245894,45.493111,12.241684,45.491776,12.245894,45.493111
54,1419,3,525,115.55555555555556,"{'869': 1, '868': 4, '800': 44, '871': 1, '870': 2, '867': 2}",1,0,447,525,MESTRE CENTRO B2,12.245894,45.493111,12.25005,45.488258,12.245894,45.493111
18,1420,3,525,120.0,"{'285': 7, '291': 11}",1,0,447,525,MESTRE CENTRO B2,12.245894,45.493111,12.25342,45.484634,12.245894,45.493111
3,541,3,525,40.0,"{'799': 1, '905': 2}",1,0,447,525,MESTRE CENTRO B2,12.245894,45.493111,12.244732,45.492443,12.245894,45.493111
13,542,3,525,4.615384615384615,"{'914': 10, '915': 1, '907': 1, '795': 1}",1,0,447,525,MESTRE CENTRO B2,12.245894,45.493111,12.244362,45.492596,12.245894,45.493111
20,498,3,526,3.0,"{'893': 1, '888': 17, '892': 2}",1,0,448,526,Toys,12.309044,45.548717,12.311153,45.552441,12.309044,45.548717
25,516,3,526,108.0,"{'887': 1, '876': 1, '891': 1, '330': 10, '333': 2, '332': 1, '897': 2, '251': 2, '754': 3, '329': 1, '885': 1}",1,0,448,526,Toys,12.309044,45.548717,12.301924,45.553291,12.309044,45.548717
13,1276,3,527,69.23076923076923,"{'843': 1, '845': 3, '842': 3, '846': 1, '844': 1, '726': 1, '885': 1, '886': 2}",1,0,449,527,Istituto Volta - Cap.7L,12.208012,45.492569,12.214119,45.493046,12.208012,45.492569
2,646,3,527,120.0,{'733': 2},1,0,449,527,Istituto Volta - Cap.7L,12.208012,45.492569,12.210112,45.489296,12.208012,45.492569
66,1864,3,528,40.90909090909091,"{'361': 4, '824': 3, '822': 1, '696': 6, '366': 2, '700': 1, '357': 1, '363': 2, '697': 27, '469': 1, '352': 15, '823': 1, '362': 1, '372': 1}",1,0,450,528,Malcontenta (Bar),12.196785,45.442852,12.199763,45.438725,12.196785,45.442852
31,2345,3,529,60.0,"{'744': 3, '743': 28}",1,0,451,529,Incr. via del Mosto,12.271802,45.49324,12.268137,45.494789,12.271802,45.49324
5,1717,3,529,60.0,{'748': 5},1,0,451,529,Incr. via del Mosto,12.271802,45.49324,12.265884,45.493477,12.271802,45.49324
34,532,3,530,60.0,"{'736': 30, '741': 4}",1,0,452,530,Incr. via del Mosto,12.27128,45.493298,12.276133,45.490681,12.27128,45.493298
36,529,3,531,120.0,"{'744': 3, '748': 5, '743': 28}",1,0,453,531,Incr. via Mutinelli,12.276073,45.490932,12.271802,45.49324,12.276073,45.490932
34,700,3,532,120.0,"{'736': 30, '741': 4}",1,0,454,532,Incr. via Mutinelli,12.276133,45.490681,12.279075,45.489136,12.276133,45.490681
2,1276,3,533,60.0,"{'860': 1, '859': 1}",1,0,455,533,Mattuglie - Capolinea,12.212483,45.491013,12.214119,45.493046,12.212483,45.491013
64,646,3,533,22.5,"{'721': 1, '727': 1, '845': 3, '719': 1, '712': 6, '885': 1, '725': 4, '846': 1, '848': 1, '718': 1, '886': 2, '724': 1, '996': 14, '731': 1, '714': 25, '726': 1}",1,0,455,533,Mattuglie - Capolinea,12.212483,45.491013,12.210112,45.489296,12.212483,45.491013
